,id,location,latitude,longitude
508,646711643545000000,Au,47.32176,9.98067
509,646711681662000000,Au,47.32176,9.98067
510,646711842107000000,Au,47.32176,9.98067
511,646712038321000000,Au,47.32176,9.98067
512,646712044789000000,Au,47.32176,9.98067
513,646712148748000000,Au,47.32176,9.98067
514,646712189077000000,Au,47.32176,9.98067
515,646712288293000000,Au,47.32176,9.98067
516,646712384212000000,Au,47.32176,9.98067
517,646712387992000000,Au,47.32176,9.98067
518,646712504073000000,Au,47.32176,9.98067
519,646712527691000000,Au,47.32176,9.98067
520,646712544766000000,Au,47.32176,9.98067
521,646712649985000000,Au,47.32176,9.98067
522,646712687549000000,Au,47.32176,9.98067
523,646712810270000000,Au,47.32176,9.98067
524,646712888376000000,Au,47.32176,9.98067
525,646712950012000000,Au,47.32176,9.98067
526,646712970937000000,Au,47.32176,9.98067
527,646713077246000000,Au,47.32176,9.98067
528,646713138239000000,Au,47.32176,9.98067
529,646713140798000000,Au,47.32176,9.98067
530,646713180912000000,Au,47.32176,9.98067
531,646713219609000000,Au,47.32176,9.98067
532,646713271610000000,Au,47.32176,9.98067
533,646713356985000000,Au,47.32176,9.98067
534,646713401889000000,Au,47.32176,9.98067
535,646713527664000000,Au,47.32176,9.98067
536,646713579421000000,Au,47.32176,9.98067
537,646713593380000000,Au,47.32176,9.98067
538,646713652407000000,Au,47.32176,9.98067
539,646713706093000000,Au,47.32176,9.98067
540,646713754261000000,Au,47.32176,9.98067
541,646713801514000000,Au,47.32176,9.98067
542,646713892702000000,Au,47.32176,9.98067
543,646713901674000000,Au,47.32176,9.98067
544,646714011892000000,Au,47.32176,9.98067
545,646714252406000000,Au,47.32176,9.98067
546,646714285604000000,Au,47.32176,9.98067
547,646714305023000000,Au,47.32176,9.98067
548,646714372560000000,Au,47.32176,9.98067
549,646714490546000000,Au,47.32176,9.98067
550,646714531092000000,Au,47.32176,9.98067
551,646714544833000000,Au,47.32176,9.98067
552,646714908684000000,Au,47.32176,9.98067
553,646715083914000000,Au,47.32176,9.98067
554,646715118962000000,Au,47.32176,9.98067
555,646715120392000000,Au,47.32176,9.98067
556,646715155779000000,Au,47.32176,9.98067
557,646715228165000000,Au,47.32176,9.98067
558,646715243205000000,Au,47.32176,9.98067
559,646715470830000000,Au,47.32176,9.98067
560,646715510592000000,Au,47.32176,9.98067
561,646715519446000000,Au,47.32176,9.98067
